"Site","years","annual","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Crystal Lake","2022","mean",2.92,-3.99,9.13,1.46,926.78,77.21,-1.28,0.68,0.98,6.14,128.29,0.11,NA,NA,NA,29.41,NA
"Crystal Lake","2022","max",22.5,13.11,33.21,25.8,952.92,97.25,14.68,3.71,86.42,16.12,358.38,0.17,-Inf,-Inf,-Inf,98.58,-Inf
"Crystal Lake","2022","min",-35.5,-43.3,-27.34,0,897.98,45.13,-38.59,0,270.2,1.51,3.21,0.03,Inf,Inf,Inf,0,Inf
"Crystal Lake","2022","obs_na",0,0,0,0,0,0,0,0,11,0,0,0,365,365,365,0,365
"Crystal Lake","2023","mean",10.32,Inf,-Inf,1.47,926.7,75.31,5.2,0.42,359.94,-Inf,161.86,0.11,NA,NA,NA,36.88,NA
"Crystal Lake","2023","max",22.28,Inf,32.25,19.4,950.02,97.63,13.42,1.33,87.57,14.86,350.46,0.13,-Inf,-Inf,-Inf,90.86,-Inf
"Crystal Lake","2023","min",-30.85,-33.85,-Inf,0,908.73,50.52,-33.18,0,279.2,-Inf,0.6,0.06,Inf,Inf,Inf,3.53,Inf
"Crystal Lake","2023","obs_na",116,0,0,116,116,116,116,116,117,0,116,116,283,283,283,116,283
"Dunster","2013","mean",1,-1.94,3.92,0.84,913.02,83.46,-1.67,0.77,339.3,5.12,65.22,NA,NA,NA,NA,NA,NA
"Dunster","2013","max",18.55,12.44,26.09,10.4,930.06,96.43,12.62,2.2,84.53,12.25,262.86,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2013","min",-23.1,-26.37,-21.08,0,890.5,56.93,-25.2,0,272.31,0,4.1,Inf,Inf,Inf,Inf,Inf,Inf
"Dunster","2013","obs_na",0,0,0,0,0,0,0,0,0,0,0,117,117,117,117,117,117
"Dunster","2014","mean",4.21,0.14,8.57,1.31,912.03,76.37,-0.17,0.93,354.88,5.96,141.6,NA,NA,NA,NA,NA,NA
"Dunster","2014","max",23.58,15.51,33.81,18.6,937.07,96.67,14.47,2.57,89.96,15.21,387.1,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2014","min",-25.59,-28.6,-23.14,0,883.67,36.11,-27.57,0,270.72,0,2.17,Inf,Inf,Inf,Inf,Inf,Inf
"Dunster","2014","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Dunster","2015","mean",5.52,1.4,9.98,1.53,912.22,76.88,1.14,0.9,348.29,5.94,144.19,NA,NA,NA,NA,NA,NA
"Dunster","2015","max",23.46,16.13,32.9,24.8,929.88,97.44,13.72,2.31,86.1,12.99,392.95,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2015","min",-17.39,-21.82,-14.2,0,887.38,33.87,-19.52,0,270.01,0,3.32,Inf,Inf,Inf,Inf,Inf,Inf
"Dunster","2015","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Dunster","2016","mean",5.47,1.62,9.86,1.39,911.5,79.24,1.68,0.93,348.57,6.12,140.39,0.11,NA,NA,NA,NA,NA
"Dunster","2016","max",20.58,14.12,28.34,19.4,929.92,96.5,13.09,2.59,88.92,13.73,399.61,0.27,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2016","min",-22.33,-24.16,-20.64,0,887.48,43.55,-24.42,0,270.62,0,3.37,0,Inf,Inf,Inf,Inf,Inf
"Dunster","2016","obs_na",0,0,0,0,0,0,0,0,0,0,0,213,366,366,366,366,366
"Dunster","2017","mean",3.8,-0.33,8.23,1.37,911.8,77.79,-0.26,0.85,346.08,6.04,140.36,0.11,NA,NA,NA,NA,NA
"Dunster","2017","max",22.04,14.31,33.47,32.6,936.34,96.57,13.58,2.61,87.75,14.1,405.03,0.27,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2017","min",-21.64,-24.88,-19.84,0,888.82,44.8,-24.02,0,270.26,0.19,2.28,0,Inf,Inf,Inf,Inf,Inf
"Dunster","2017","obs_na",0,0,0,0,0,0,0,0,0,0,0,12,365,365,365,365,365
"Dunster","2018","mean",4.19,0.03,8.74,1.06,912.62,78,0.19,0.82,342.41,6.06,137.41,0.11,NA,NA,NA,NA,NA
"Dunster","2018","max",22.55,14.77,32.54,23.8,928.04,96.79,13.13,2.66,89.69,13.73,394.97,0.27,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2018","min",-19.68,-21.82,-17.94,0,894.85,44.3,-21.6,0,270.15,0,2.48,0.01,Inf,Inf,Inf,Inf,Inf
"Dunster","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365
"Dunster","2019","mean",3.48,-0.46,7.88,1.6,912.5,79.82,-0.11,0.52,344.02,5.45,99.62,0.14,NA,NA,NA,NA,NA
"Dunster","2019","max",18.87,12.99,28.79,26,927.98,97.61,14.65,3.13,89.96,13.36,324.1,0.3,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2019","min",-26.04,-28.02,-24.43,0,888.04,36.45,-28.33,0,270.38,0,2.02,0.01,Inf,Inf,Inf,Inf,Inf
"Dunster","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365
"Dunster","2020","mean",3.85,0.06,8.03,1.58,911.6,81.03,0.54,0.32,354.22,5.8,98.73,0.17,NA,NA,NA,NA,NA
"Dunster","2020","max",22.45,17.06,30.04,24,928.8,97.17,15.57,1.87,88.67,13.59,345.15,0.41,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2020","min",-30.94,-32.6,-29.32,0,888.76,37.78,-33.37,0,271.08,0,3,0.03,Inf,Inf,Inf,Inf,Inf
"Dunster","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366
"Dunster","2021","mean",6.43,1.79,11.59,1.41,911.88,75.9,1.95,0.27,2.9,5.85,131.6,0.15,NA,NA,NA,NA,NA
"Dunster","2021","max",27.01,18.75,37.21,26.2,929.39,96.57,16.63,1.57,89.67,13.09,332.08,0.36,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2021","min",-25.17,-28.6,-22.63,0,890.79,43.55,-28.03,0,270.25,1.51,4.04,0.01,Inf,Inf,Inf,Inf,Inf
"Dunster","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,270,270,270,270,270
"Dunster","2022","mean",5.87,1.64,10.68,1.09,913.5,81.65,2.64,0.13,0.16,4.51,98.95,0.16,NA,NA,NA,NA,NA
"Dunster","2022","max",23.47,16.03,33.49,23,935.43,96.24,15.24,1.32,89.8,10.57,339.52,0.25,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","2022","min",-30.66,-32.07,-29.12,0,883,55.67,-33.19,0,270.44,0,2.07,0.03,Inf,Inf,Inf,Inf,Inf
"Dunster","2022","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,198
"Dunster","2023","mean",5.7,1.22,10.62,1.07,910.92,76.11,-0.47,0.23,353.64,5.31,102.18,0.16,NA,NA,NA,NA,4.82
"Dunster","2023","max",22.41,14.67,33.86,16.2,928.03,97.17,13.51,5.72,87.96,10.57,316.13,0.31,-Inf,-Inf,-Inf,-Inf,30.64
"Dunster","2023","min",-21.3,-27.27,-15.51,0,890.08,41.69,-24.05,0,270.79,1.01,2.9,0.02,Inf,Inf,Inf,Inf,0
"Dunster","2023","obs_na",0,0,0,0,0,0,171,0,0,0,0,0,364,364,364,364,194
"Dunster","2024","mean",-2.09,-4.51,0.03,0,911.02,88.41,NA,0.17,308.57,5.23,11.36,0.14,NA,NA,NA,NA,20.04
"Dunster","2024","max",-0.88,-3.36,2.1,0,915.68,94.15,-Inf,0.29,338.87,6.04,15.82,0.14,-Inf,-Inf,-Inf,-Inf,21.68
"Dunster","2024","min",-4.28,-6.04,-2.42,0,907.06,81.46,Inf,0.04,291.13,4.03,8.59,0.13,Inf,Inf,Inf,Inf,19.3
"Dunster","2024","obs_na",0,0,0,0,0,0,5,0,0,0,0,0,5,5,5,5,0
"Endako","2007","mean",-2.28,-6.2,1.52,1.15,913.41,85.11,-4.6,1.3,8.24,5.83,50.33,NA,NA,NA,NA,27.27,NA
"Endako","2007","max",10.18,5.54,22.7,25.4,933.95,95.65,4.4,3.36,89.86,12.25,207.55,-Inf,-Inf,-Inf,-Inf,97.33,-Inf
"Endako","2007","min",-19.78,-21.82,-18.08,0,889.68,64.39,-22.79,0.18,270.09,2.23,6.02,Inf,Inf,Inf,Inf,0,Inf
"Endako","2007","obs_na",0,0,0,0,0,0,0,0,0,0,0,109,109,109,109,0,109
"Endako","2008","mean",1.97,-3.85,7.54,0.77,915.6,73.83,-2.79,1.6,1.13,6.87,131.42,NA,NA,NA,NA,23.22,NA
"Endako","2008","max",20.14,10.1,30.9,24,932.64,95.64,11.33,4.01,89.37,15.59,375.2,-Inf,-Inf,-Inf,-Inf,93.31,-Inf
"Endako","2008","min",-29.67,-34.26,-25.56,0,879.18,40.11,-33.38,0,270.32,0,5.45,Inf,Inf,Inf,Inf,0,Inf
"Endako","2008","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"Endako","2009","mean",1.77,Inf,-Inf,0.94,916.23,72.73,-3.41,1.48,3.46,6.82,141.2,NA,NA,NA,NA,24.16,NA
"Endako","2009","max",24.87,Inf,36.09,21,939.92,95.59,12.61,3.6,89.73,18.37,379.21,-Inf,-Inf,-Inf,-Inf,95.96,-Inf
"Endako","2009","min",-29.39,-34.84,-Inf,0,889.4,37.37,-32.24,0.09,270.56,1.86,7.22,Inf,Inf,Inf,Inf,0,Inf
"Endako","2009","obs_na",8,0,0,0,0,8,8,0,0,0,0,365,365,365,365,0,365
"Endako","2010","mean",3.18,-2.86,8.7,0.66,913.67,73.41,-1.8,1.46,357.81,6.63,141.48,NA,NA,NA,NA,27.75,NA
"Endako","2010","max",19.99,11.83,31.56,19.2,932.53,94.17,12.11,3.75,89.91,13.17,387.55,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Endako","2010","min",-20.56,-27.09,-15.87,0,883.44,41.02,-24.49,0,270.38,0,3.63,Inf,Inf,Inf,Inf,0.37,Inf
"Endako","2010","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Endako","2011","mean",1.53,Inf,-Inf,1.34,914.06,77.8,-2.26,1.38,356.64,6.69,129.37,NA,NA,NA,NA,31.97,NA
"Endako","2011","max",17.25,Inf,26.3,35,933.71,95.51,12.21,3.99,89.97,14.47,396.25,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Endako","2011","min",-22.83,-29.79,-Inf,0,887.15,48.18,-27.79,0,270.44,0,4.51,Inf,Inf,Inf,Inf,0,Inf
"Endako","2011","obs_na",1,0,0,0,0,1,1,0,0,0,0,365,365,365,365,0,365
"Endako","2012","mean",2.33,-4.01,8.26,0.8,913.71,74.93,-2.26,1.26,353.65,6.5,142.06,NA,NA,NA,NA,24.39,NA
"Endako","2012","max",19.93,16.23,31.38,14.6,932.54,94.76,12.09,3.01,89.79,16.14,394,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Endako","2012","min",-33.43,-40.06,-25.67,0,887.86,45.33,-37.21,0,271.04,0,5.3,Inf,Inf,Inf,Inf,0,Inf
"Endako","2012","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"Endako","2013","mean",3.61,-2.88,9.93,1.02,916.58,77.17,-0.6,0.95,359.48,5.83,145.47,NA,NA,NA,NA,33.72,NA
"Endako","2013","max",20.71,13.69,31.2,22.6,932.82,94.92,13,2.84,89.75,12.62,407.65,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Endako","2013","min",-22.28,-26.67,-14.35,0,889.48,41.8,-25.05,0,270.09,0,3.58,Inf,Inf,Inf,Inf,0,Inf
"Endako","2013","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Endako","2014","mean",2.74,-4.05,9.09,0.89,915.34,75.37,-1.88,0.88,11.63,5.6,149.35,NA,NA,NA,NA,35.72,NA
"Endako","2014","max",21.91,14.31,33.68,24.8,943.42,96.06,11.45,3.26,89.62,13.17,419.68,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Endako","2014","min",-24.88,-32.98,-16.7,0,886.55,41.92,-28.14,0,270.78,0,2.17,Inf,Inf,Inf,Inf,0,Inf
"Endako","2014","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Endako","2015","mean",3.63,-2.77,9.71,0.97,915.69,78.2,-0.38,0.79,10.01,5.22,142.63,NA,NA,NA,NA,41.92,NA
"Endako","2015","max",23.2,12.1,32.77,25,932.68,96.45,11.72,2.24,89.21,15.96,407.12,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Endako","2015","min",-16.89,-21.42,-15.46,0,887.75,40.21,-19.31,0,270.25,0,4.36,Inf,Inf,Inf,Inf,0.05,Inf
"Endako","2015","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Endako","2016","mean",3.6,-2.66,9.46,1.23,914.86,79.34,-0.16,0.7,14.41,4.86,136.21,NA,NA,NA,NA,44.94,NA
"Endako","2016","max",18.33,11.64,28.69,28.6,934.45,96.05,12.79,2.58,89.79,12.43,409.73,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Endako","2016","min",-24.12,-29.39,-18.43,0,889.54,36.08,-26.72,0,271.3,0,4.46,Inf,Inf,Inf,Inf,0,Inf
"Endako","2016","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"Endako","2017","mean",2.08,-4.86,8.66,1.3,914.78,77.23,-2.07,0.42,358.08,-Inf,143.17,0.09,NA,NA,NA,36.32,NA
"Endako","2017","max",20.67,9.44,32.1,34,933.82,96.42,12.3,2.33,89.09,10.76,416.71,0.41,-Inf,-Inf,-Inf,100,-Inf
"Endako","2017","min",-25.03,-30.83,-18.47,0,885.01,49.47,-27.55,0,270.49,-Inf,3.58,0.03,Inf,Inf,Inf,0,Inf
"Endako","2017","obs_na",0,0,0,0,88,0,0,5,6,0,0,145,365,365,365,0,365
"Endako","2018","mean",2.56,-4.32,9.03,0.88,917.05,76.92,-1.73,0.21,352.86,4.51,144.55,0.12,NA,NA,NA,36.52,NA
"Endako","2018","max",22.9,13.11,34.26,15.4,931.84,97.23,12.47,2.32,89.27,11.58,386.92,0.48,-Inf,-Inf,-Inf,100,-Inf
"Endako","2018","min",-23.82,-29.66,-18.74,0,893.11,47.76,-26.4,0,270.15,0,2.63,0.02,Inf,Inf,Inf,0,Inf
"Endako","2018","obs_na",0,0,0,0,156,0,0,0,0,0,0,0,365,365,365,0,365
"Endako","2019","mean",2.46,-4.2,8.79,1.26,916.53,79,-1.33,0.15,5.58,4.02,136.24,0.11,NA,NA,NA,33.01,NA
"Endako","2019","max",19.09,11.2,29.49,30.2,935.57,96.42,12.78,1.05,89.44,9.07,382.02,0.49,-Inf,-Inf,-Inf,100,-Inf
"Endako","2019","min",-28.79,-37.25,-18.92,0,891.09,45.15,-32.08,0,270.32,0,2.49,0,Inf,Inf,Inf,0,Inf
"Endako","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,22,365,365,365,0,365
"Endako","2020","mean",2.38,-4.08,8.31,1.4,915.5,79.91,-1.16,0.13,356.2,4.06,127.24,0.1,NA,NA,NA,35.38,NA
"Endako","2020","max",19.79,10.39,28.34,22.8,935.75,95.94,13.07,1.42,89.8,8.56,353.53,0.52,-Inf,-Inf,-Inf,99.07,-Inf
"Endako","2020","min",-33.01,-39.42,-23.3,0,892.79,41.67,-36.01,0,270.03,0,2.63,0,Inf,Inf,Inf,0.78,Inf
"Endako","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,35,366,366,366,0,366
"Endako","2021","mean",2.22,-4.5,8.43,1.1,914.74,78.26,-1.69,0.11,351.91,3.87,130.04,0.12,NA,NA,NA,32.91,NA
"Endako","2021","max",25.4,13.16,36.77,17.4,936.68,95.92,16.15,0.73,89.8,8.31,373.63,0.46,-Inf,-Inf,-Inf,100,-Inf
"Endako","2021","min",-32.75,-37.82,-23.04,0,887.22,51.22,-35.75,0,270.25,0,1.96,0.01,Inf,Inf,Inf,0.66,Inf
"Endako","2021","obs_na",0,0,0,0,0,0,0,0,3,0,0,0,364,364,364,0,364
"Endako","2022","mean",0.34,-6.04,6.35,1.29,916.72,78.48,-3.43,0.13,356.34,3.88,124.15,0.07,NA,NA,NA,33.66,NA
"Endako","2022","max",20.73,11.37,33.29,30.6,942.48,96.07,13.55,1.73,89.21,11.84,362.08,0.39,-Inf,-Inf,-Inf,100,-Inf
"Endako","2022","min",-34.22,-38.31,-26.08,0,889.37,49.65,-37.23,0,270.33,0,3.2,0,Inf,Inf,Inf,0.98,Inf
"Endako","2022","obs_na",0,0,0,26,0,0,0,0,0,0,0,6,290,290,290,0,290
"Endako","2023","mean",5.49,-2.44,12.87,1.05,915.54,73.27,0.27,0.09,353.14,3.52,161.66,0.08,NA,NA,NA,31.33,NA
"Endako","2023","max",20.41,12.46,31.64,40.2,935.57,96.59,13.03,0.98,89.66,8.81,376.04,0.46,-Inf,-Inf,-Inf,100,-Inf
"Endako","2023","min",-23.17,-33.38,-16.37,0,895.01,42.67,-27.63,0,270.31,0,4.2,0,Inf,Inf,Inf,0.12,Inf
"Endako","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,257,257,257,0,257
"George Lake","2007","mean",-2.48,-6.15,1.68,1.33,910.23,85.39,-4.79,1.1,342.21,5.6,49.42,NA,NA,NA,NA,18.9,NA
"George Lake","2007","max",9.6,4.92,18.51,28.6,930.27,98.33,5.27,2.92,89.64,10.95,143.32,-Inf,-Inf,-Inf,-Inf,85.27,-Inf
"George Lake","2007","min",-23.98,-28.21,-20.55,0,885.61,62.35,-25.91,0.04,270.28,0.93,5.97,Inf,Inf,Inf,Inf,0,Inf
"George Lake","2007","obs_na",0,0,0,0,0,0,0,0,0,0,0,108,108,108,108,0,108
"George Lake","2008","mean",2.31,-3.22,8.05,0.99,912.01,72.94,-2.72,1.26,341.95,6.53,132.48,NA,NA,NA,NA,23.65,NA
"George Lake","2008","max",20.71,12,30.32,24.8,928.99,98.42,12.6,4.39,89.48,14.66,356.19,-Inf,-Inf,-Inf,-Inf,97.25,-Inf
"George Lake","2008","min",-30.64,-35.97,-26.08,0,875.77,40.11,-34.41,0.22,271.33,2.04,3.73,Inf,Inf,Inf,Inf,0,Inf
"George Lake","2008","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"George Lake","2009","mean",2.21,-3.54,8.05,0.96,912.69,72.52,-2.98,1.22,11.6,6.45,142.47,NA,NA,NA,NA,22.32,NA
"George Lake","2009","max",23.51,16.2,31.66,31.6,935.68,97.42,13.82,3.26,89.67,15.21,363.48,-Inf,-Inf,-Inf,-Inf,99.19,-Inf
"George Lake","2009","min",-30.6,-34.26,-26.55,0,887.06,39.33,-33.23,0.16,273.14,1.48,6.08,Inf,Inf,Inf,Inf,0,Inf
"George Lake","2009","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"George Lake","2010","mean",3.42,-2.14,9.11,0.83,910.25,73.89,-1.61,1.08,9.41,6.09,119.18,NA,NA,NA,NA,30.13,NA
"George Lake","2010","max",20.01,13.69,31.26,18,928.56,98.28,11.85,3.39,89.15,13.54,333.9,-Inf,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2010","min",-21.36,-26.79,-17.73,0,880.48,40.47,-25.13,0,270.09,0,9.62,Inf,Inf,Inf,Inf,0,Inf
"George Lake","2010","obs_na",0,0,0,0,0,0,0,0,0,0,224,365,365,365,365,0,365
"George Lake","2011","mean",2.12,-3.22,7.73,1.14,910.6,76.89,-1.96,1.12,13.76,6.22,102.48,NA,NA,NA,NA,30.37,NA
"George Lake","2011","max",16.87,12.97,27.43,23,929.55,96.96,12.28,2.98,86.98,13.17,283.38,-Inf,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2011","min",-24.08,-30.13,-22.37,0,884.88,46.68,-27.55,0,272.6,0,2.8,Inf,Inf,Inf,Inf,0,Inf
"George Lake","2011","obs_na",0,0,0,0,0,0,0,0,0,0,192,365,365,365,365,0,365
"George Lake","2012","mean",2.77,-3.11,9.01,0.99,910.39,75.01,-1.92,0.8,8.44,5.45,131.23,NA,NA,NA,NA,32.25,NA
"George Lake","2012","max",21.1,14.27,33.21,19.4,929.14,97.02,13.68,2.12,86.63,13.54,360.42,-Inf,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2012","min",-34.1,-39.22,-27.58,0,884.67,38.56,-37.22,0,272.77,0,3.15,Inf,Inf,Inf,Inf,0,Inf
"George Lake","2012","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"George Lake","2013","mean",4.24,-1.59,10.8,1.05,913.28,76.71,-0.19,0.31,7.76,4.74,127.16,NA,NA,NA,NA,37.69,NA
"George Lake","2013","max",21.79,13.23,33.63,15,929.31,97.9,13.53,1.55,87.92,10.2,357.03,-Inf,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2013","min",-22.36,-26.79,-15.14,0,886.68,36.78,-24.85,0,274.19,0,2.95,Inf,Inf,Inf,Inf,0,Inf
"George Lake","2013","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"George Lake","2014","mean",1.92,-3.76,8.1,0.98,912.27,78.19,-2.19,0.25,9.85,3.74,89.57,NA,NA,NA,NA,40.63,NA
"George Lake","2014","max",23.29,14.12,34.86,26.8,940.04,99.15,12.2,1.53,86.12,10.02,303.01,-Inf,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2014","min",-25.47,-30.62,-20.07,0,883.39,37.46,-27.67,0,272.32,0,3.31,Inf,Inf,Inf,Inf,0,Inf
"George Lake","2014","obs_na",0,0,0,0,0,0,0,0,195,0,0,303,303,303,303,0,303
"George Lake","2015","mean",3.79,Inf,-Inf,1.11,912.43,78.65,-0.27,0.11,9.5,3.67,103.87,NA,NA,NA,NA,42.88,NA
"George Lake","2015","max",23,Inf,31.82,18.4,929.48,98.62,13.44,0.96,85.75,9.82,283.54,-Inf,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2015","min",-18.95,-21.03,-Inf,0,885.23,43.24,-21.02,0,271.13,0,3.21,Inf,Inf,Inf,Inf,0,Inf
"George Lake","2015","obs_na",13,0,0,0,0,13,13,0,223,0,0,365,365,365,365,0,365
"George Lake","2016","mean",4.08,-1.57,10.33,1.37,911.66,80.25,0.29,0.32,8.85,3.68,122.54,0.04,NA,NA,NA,50.36,NA
"George Lake","2016","max",19.01,11.95,29.72,24,931.39,98.17,13.08,1.29,89.39,9.83,371.35,0.05,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2016","min",-24.6,-28.53,-20.26,0,886.81,43.19,-26.58,0,270.62,0,2.74,0,Inf,Inf,Inf,0,Inf
"George Lake","2016","obs_na",0,0,0,146,0,0,0,0,0,0,0,291,366,366,366,0,366
"George Lake","2017","mean",-3.63,Inf,-Inf,1.07,912.16,80.49,-6.91,0.27,11.54,3.65,124.26,0.05,NA,NA,NA,46.13,NA
"George Lake","2017","max",20.44,Inf,29.11,21,934.62,98.17,7.26,1,89.19,9.46,375.52,0.19,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2017","min",-24.28,-28.66,-Inf,0,882.78,29.56,-26.47,0,270.14,0,3.68,0,Inf,Inf,Inf,0,Inf
"George Lake","2017","obs_na",147,0,0,0,0,147,147,0,0,0,0,93,365,365,365,0,365
"George Lake","2018","mean",0.58,Inf,-Inf,0.92,913.04,77.8,-3.53,0.19,354.15,3.04,118.27,0.03,NA,NA,NA,47.84,NA
"George Lake","2018","max",21.37,Inf,32.69,18.4,928.51,100,11.27,1.01,89.97,10.2,343.64,0.07,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2018","min",-25.91,-29.66,-Inf,0,889.39,43.34,-28.08,0,270.86,0,2.32,0,Inf,Inf,Inf,0,Inf
"George Lake","2018","obs_na",81,0,0,0,0,81,81,0,0,0,0,40,365,365,365,0,365
"George Lake","2019","mean",2.88,-2.76,8.86,0.99,913.11,78.15,-1.37,0.01,359.87,2.59,110.81,0.08,NA,NA,NA,37.95,NA
"George Lake","2019","max",19.83,11.9,29.74,19.4,931,100,12.99,0.29,89.89,7.55,331.56,0.2,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2019","min",-25.38,-34.26,-20.88,0,888.36,36.32,-27.14,0,270.07,0,1.23,0.02,Inf,Inf,Inf,0,Inf
"George Lake","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,0,365
"George Lake","2020","mean",2.89,-2.46,8.3,1.06,912.05,79.54,-0.93,0,350.43,2.54,100.65,0.13,NA,NA,NA,32.43,NA
"George Lake","2020","max",19.22,11.61,28.27,19.8,932.04,100,14.02,0.19,89.72,6.54,319.95,0.21,-Inf,-Inf,-Inf,99.95,-Inf
"George Lake","2020","min",-32.62,-37.44,-25.44,0,889.05,39.39,-34.74,0,270.08,0,0.92,0.04,Inf,Inf,Inf,1.18,Inf
"George Lake","2020","obs_na",0,0,0,0,0,0,0,0,29,0,0,0,366,366,366,0,366
"George Lake","2021","mean",2.73,-2.58,8.31,0.89,911.02,77.18,-1.66,0,347.82,2.34,87.32,0.12,NA,NA,NA,25.34,NA
"George Lake","2021","max",28.31,17.06,38.25,17.4,931.38,100,14.78,0.17,89.48,8.05,260.41,0.21,-Inf,-Inf,-Inf,100,-Inf
"George Lake","2021","min",-32.52,-38.02,-24.71,0,883.95,39.01,-34.84,0,270.1,0,0.97,0.02,Inf,Inf,Inf,0.34,Inf
"George Lake","2021","obs_na",0,0,0,0,0,0,0,0,28,0,0,0,346,346,346,0,346
"George Lake","2022","mean",5.81,Inf,-Inf,1.39,913.37,74.9,1.03,0,355.96,1.93,78.63,0.15,NA,NA,NA,27.17,NA
"George Lake","2022","max",22.03,Inf,32.51,66.61,937.85,100,13.66,0.19,89.9,5.54,277.76,0.23,-Inf,-Inf,-Inf,98.85,-Inf
"George Lake","2022","min",-29.85,-31.92,-Inf,0,884.72,44.88,-31.96,0,270.33,0,1.75,0.05,Inf,Inf,Inf,1.52,Inf
"George Lake","2022","obs_na",86,0,0,92,0,86,86,0,4,0,0,136,365,365,365,86,365
"George Lake","2023","mean",8.07,Inf,-Inf,0.77,911.92,75.21,3.17,0,4.59,1.91,86.32,0.11,NA,NA,8.79,11.58,NA
"George Lake","2023","max",19.01,Inf,27.9,13.2,931.62,99.91,11.22,0.21,89.69,5.03,255.46,0.15,-Inf,-Inf,12.89,56.1,-Inf
"George Lake","2023","min",-8.65,-14.73,-Inf,0,891.14,29.87,-12.06,0,270.65,0,1.7,0.08,Inf,Inf,2.28,1.54,Inf
"George Lake","2023","obs_na",233,0,0,233,0,233,233,0,0,0,0,286,302,302,233,233,302
"Gnat Pass","2012","mean",-2.15,-4.89,0.65,0.87,826.2,82.36,-5.02,3.34,11.65,10.59,94.07,NA,NA,NA,NA,NA,NA
"Gnat Pass","2012","max",15.43,12.05,20.03,21,843.68,98.61,8.28,11.31,79.96,25.6,365.89,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","2012","min",-21.2,-22.52,-19.89,0,800.15,46.68,-23.4,0,275.17,0.56,5.86,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","2012","obs_na",0,0,0,0,1,0,0,0,0,0,0,166,166,166,166,166,166
