"Site","years","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Saxton Lake","2012","Aug","mean",14.71,6.16,22.4,0.96,930.42,74.18,9.19,1.41,355.56,6.68,223.88,NA,NA,NA,NA,NA,NA
"Saxton Lake","2012","Aug","max",19.25,13.32,30.31,11.8,936.18,88.49,13.5,2.45,89.79,11.69,319.32,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2012","Aug","min",8.22,-1.06,14.47,0,925.77,57.19,5.16,0.69,271.32,3.34,80.98,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2012","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2012","Sep","mean",9.94,1.2,18.88,1.12,932.7,77.63,5.28,1.54,2.25,6.49,168.08,NA,NA,NA,NA,NA,NA
"Saxton Lake","2012","Sep","max",13.67,7.83,25.17,8.8,939.97,94.29,10.32,4.07,88.33,12.25,239.47,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2012","Sep","min",6.05,-3.37,9.82,0,919.62,63.16,0.88,0.74,271.65,2.6,36.81,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2012","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2012","Oct","mean",0.48,-4.96,6.28,1.1,928.87,80.5,-2.98,1.25,8.47,6.19,83.54,NA,NA,NA,NA,NA,NA
"Saxton Lake","2012","Oct","max",11.12,6.62,19.81,14.2,945.72,97.52,6.6,4.18,89.2,14.84,154.77,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2012","Oct","min",-17.55,-26.11,-7.33,0,914.45,57.96,-20.05,0.42,273.48,2.78,11.34,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2012","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2012","Nov","mean",-4.16,-9.5,-0.24,1.29,925.74,88.58,-5.91,0.96,348.46,5.29,33.4,NA,NA,NA,NA,NA,NA
"Saxton Lake","2012","Nov","max",4.23,0.29,9.42,14.6,935.21,100,2.45,2.92,89.85,12.99,74.72,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2012","Nov","min",-16.31,-25.19,-10.56,0,907.71,68.1,-18.66,0,277.39,0,7.64,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2012","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2012","Dec","mean",-9.92,-14.88,-5.88,0.34,922.02,90.55,-11.21,0.98,347.8,4.5,22.78,NA,NA,NA,NA,NA,NA
"Saxton Lake","2012","Dec","max",-0.63,-3.37,5.81,9.6,936.11,99.61,-1.78,3.59,89.08,9.83,44.46,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2012","Dec","min",-17.72,-21.79,-16.02,0,907.15,79.27,-20.36,0,272.7,0,7.38,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2012","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2013","Jan","mean",-7.69,-14.15,-2.55,0.66,930.58,89.33,-9.25,1.1,7.8,5.57,34.35,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Jan","max",4.53,0.73,7.43,5.6,942.46,99.97,-1.24,2.32,89.8,11.69,72.12,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Jan","min",-25.8,-32.48,-19.49,0,916.3,67.52,-28.04,0.05,273.19,1.11,9.15,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2013","Feb","mean",-2.48,-8.95,2.29,0.76,927.08,89.12,-4.2,1.4,345.74,6.77,65.15,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Feb","max",1.87,-2.44,5.81,4,940.23,99.65,-0.02,2.95,89.91,13.54,121.45,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Feb","min",-8.11,-18.76,-1.51,0,907.6,70.81,-9.01,0.1,271.2,1.86,19.05,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,28
"Saxton Lake","2013","Mar","mean",-5.03,-14.13,3.27,0.46,929.99,79.14,-8.66,1.22,349.2,6.11,147.4,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Mar","max",1.77,-0.61,12.55,6.2,938.3,99.45,0.15,3.79,73.81,12.8,231.4,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Mar","min",-12.43,-24.3,-6.31,0,907.7,59.35,-16.68,0.32,271.6,2.6,39.89,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2013","Apr","mean",1.88,-3.54,6.95,1.25,929.11,69.13,-4.01,1.88,354.03,8.48,197.29,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Apr","max",9.57,5.81,14.47,6.4,942.06,98.83,3.14,4.16,89.61,15.77,311.35,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Apr","min",-4.6,-11.13,-0.16,0,917.95,45.94,-10.67,0.57,272.91,4.27,47.28,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2013","May","mean",10.41,3.25,17.53,1.06,929.68,70.13,3.77,1.47,358.04,7.61,256.93,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","May","max",14.28,9.42,25.56,8.2,942.74,93.22,9.1,2.96,86.98,13.36,362.02,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","May","min",5.18,-1.51,10.21,0,919.99,45.66,-4.33,0.77,270.01,3.9,122.44,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2013","Jun","mean",14.14,7.06,20.46,0.85,928.69,73.83,8.59,1.41,2.49,7.48,276.25,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Jun","max",19.94,12.55,29.1,3.8,934.4,93.09,13.27,3.39,86.68,15.03,380.88,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Jun","min",9.39,0.73,13.32,0,915.62,59.88,4.24,0.12,272.66,3.9,128.33,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2013","Jul","mean",15.79,7.22,22.58,1.16,930.99,68.18,8.8,1.74,336.88,7.29,284.08,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Jul","max",21.38,12.55,32.34,15.6,935.09,89.86,11.94,3.47,86.74,13.54,396.45,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Jul","min",10.91,0.73,14.85,0,923.95,51.85,6.03,0.41,271.49,3.71,135.36,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2013","Aug","mean",15.93,7.37,24.02,0.99,928.2,74.84,10.36,1.15,356.14,6.97,220.5,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Aug","max",20.95,13.7,32.34,10.6,933.82,91.61,14.7,2.84,77.38,17.25,310.31,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Aug","min",11.14,-1.51,16.38,0,922.84,59.07,4.42,0.59,270.54,4.08,134.41,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2013","Sep","mean",11.32,2.59,19.68,1.41,924.43,77.55,6.38,1.48,333.4,6.7,168.62,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Sep","max",17.12,9.82,29.1,16.2,934.87,99.86,11.22,2.83,89.14,12.06,242.12,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Sep","min",2.79,-5.31,9.03,0,903.38,58.92,-1.17,0.81,271.6,3.53,46.65,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2013","Oct","mean",3.42,-1.8,9.95,1.44,932.77,90.46,1.75,1.13,351.76,5.59,82.12,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Oct","max",9.01,5.4,16.76,8.8,942.71,100,8.86,2.84,88.02,10.76,136.81,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Oct","min",-3.43,-9.46,3.31,0,916.12,72.14,-6.38,0.05,274.76,2.23,19.83,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2013","Nov","mean",-3.54,-7.83,-0.28,1.33,929.71,92.92,-4.61,0.8,348.72,4.14,37.52,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Nov","max",3.49,0.29,7.03,11.6,944.86,100,1.8,3.1,82.36,11.13,81.76,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Nov","min",-17.72,-23.44,-14.1,0,909.54,77.47,-20.2,0,270.02,0,9.21,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2013","Dec","mean",-7.12,-12.61,-3.1,1.4,931.61,90.96,-8.41,1.65,338.42,7.05,24.11,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","Dec","max",1.79,0.29,5.4,12.4,946.42,100,1.48,3.32,79.78,17.07,47.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","Dec","min",-22.41,-28.05,-18.05,0,918.1,70.16,-24.54,0.15,270.07,2.23,5.09,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2014","Jan","mean",-4.77,-9.58,-1.24,1.19,932.28,93.74,-5.7,1.26,2.76,5.82,34.47,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Jan","max",3.33,1.17,6.62,15.4,945.6,100,0.25,3.08,88.62,13.54,80.09,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Jan","min",-24.19,-30.17,-13.49,0,899.92,76.56,-26.48,0.27,274.82,2.41,4.3,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2014","Feb","mean",-15.18,-23.7,-6.26,0.51,929.03,77.07,-18.62,1.14,9.66,5.47,91.72,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Feb","max",-0.38,-3.37,3.31,4.8,952.27,97.01,-3.35,2.98,88.65,9.83,153.28,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Feb","min",-30.81,-39.58,-18.05,0,906.31,45.23,-34,0.67,276.2,1.67,23.42,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,28
"Saxton Lake","2014","Mar","mean",-5.58,-12.58,0.09,0.22,927.53,67.51,-11.14,1.62,331.86,7.01,139.47,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Mar","max",4.79,3.31,9.03,2.2,941.83,91.21,0.07,4.38,84.34,14.47,246.7,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Mar","min",-22.32,-32.48,-15.36,0,916.76,36.67,-28.88,0.67,271.67,3.53,47.7,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2014","Apr","mean",3.03,-3.04,8.95,1.18,925.83,75.62,-1.72,1.58,1.23,7.56,187.7,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Apr","max",10.99,3.74,18.66,9,941.42,98.62,4.87,3.34,89.85,12.06,310.46,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Apr","min",-4.77,-18.76,4.57,0,916.23,59.44,-12.51,0.61,272.65,4.27,77.17,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2014","May","mean",10.1,2.7,16.47,0.75,929.62,63.18,1.93,1.62,354.4,7.48,258.13,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","May","max",12.97,7.83,20.95,8,941.93,98.84,8.9,2.89,86.35,11.5,352.66,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","May","min",3.28,-6.31,6.62,0,918.33,38.73,-8.82,0.77,271.42,4.64,100.72,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2014","Jun","mean",13.06,5.34,19.16,0.48,927.59,65.74,5.74,1.76,355.65,8.24,283.21,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Jun","max",17.59,10.99,25.95,6,936.06,92.14,12.5,3.82,88.96,13.73,397.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Jun","min",7.84,-1.06,12.16,0,916.69,47.73,1.97,0.28,272.31,5.75,173.74,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2014","Jul","mean",17.22,8.67,24.57,0.68,930,65.32,9.18,1.68,6.01,7.63,283.07,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Jul","max",23.07,15.23,33.59,9.2,936.19,87.24,11.66,4.2,89.02,12.43,406.56,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Jul","min",12.97,2.89,17.14,0,921.46,42.69,5.92,0.22,271.25,2.78,111.29,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2014","Aug","mean",15.23,5.26,23.65,0.74,930.11,71.65,8.67,1.28,352.82,6.22,234.52,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Aug","max",20.91,12.93,32.34,10.6,936.89,92.44,14.56,3.4,87.49,9.46,329.83,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Aug","min",9.55,-1.97,16,0,922.19,57.68,3.23,0.15,272.48,2.97,94.05,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2014","Sep","mean",9.63,0.85,18.19,1.17,929.21,80.17,5.51,1.17,341.01,6.28,161.26,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Sep","max",14.6,7.83,26.34,15,945.11,96.47,11.02,2.03,87.9,11.69,256.04,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Sep","min",2.2,-7.33,8.23,0,918.16,66.89,-4.49,0.47,270.82,3.34,63.48,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2014","Oct","mean",6.34,1.08,11.07,2.21,923.42,88.33,4.23,1.45,345.59,6.78,68.36,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Oct","max",14.43,9.82,19.42,11.8,938.33,100,8.68,3.46,88.79,14.1,144.99,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Oct","min",0.75,-7.85,3.74,0,913.08,62.15,-2.16,0.2,270.49,2.78,14.26,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2014","Nov","mean",-5.82,-9.96,-2.01,1.15,931.59,94.6,-6.57,0.68,340.62,3.58,32.05,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Nov","max",4.84,3.31,7.83,8.6,948.6,100,4.49,2.74,87.07,11.13,78.06,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Nov","min",-26.65,-35.05,-18.05,0,910.38,71.1,-29,0,270.32,0,10.61,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2014","Dec","mean",-5.49,-10.29,-1.84,0.72,927.4,95.29,-6.14,1.01,333.43,4.77,24.79,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","Dec","max",6.17,0.73,10.6,10,958.25,100,3.02,3.86,86.5,14.66,45.56,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","Dec","min",-22.29,-30.16,-16.01,0,906.08,80.71,-24.71,0,274.21,0,6.18,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2015","Jan","mean",-5.37,-9.63,-2.24,1.02,933.21,96.15,-5.87,1.25,326.58,5.63,24.79,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Jan","max",3.22,0.73,6.62,9,946.97,100,2.36,4.38,53.57,11.5,63.52,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Jan","min",-17.96,-23.43,-16.01,0,915.86,79.56,-20.56,0.09,271.43,2.04,7.49,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2015","Feb","mean",-4.34,-9.38,0.5,1.03,932.13,90.93,-5.83,0.97,334.57,4.79,68.63,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Feb","max",2.93,0.29,8.23,15.6,945.9,100,2.95,2.6,88.86,12.06,143.01,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Feb","min",-13.72,-18.76,-11.7,0,902.5,63.62,-15.17,0.2,270.07,1.67,12.48,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,28
"Saxton Lake","2015","Mar","mean",1.03,-5.16,6.71,1.67,928.94,81.63,-2.35,1.4,338.65,6.96,123.31,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Mar","max",7.49,2.46,12.93,13.6,939.35,100,5.2,3.47,87.3,18.18,212.81,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Mar","min",-12.06,-23.43,-2.43,0,913.4,57.6,-18.45,0.46,273.9,2.6,35.1,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2015","Apr","mean",4.2,-2.36,10.24,0.57,927.27,72.15,-1.35,1.89,37.72,9.25,183.9,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Apr","max",10.28,3.74,19.81,6.2,941.72,98.82,7.67,3.9,88.85,16.33,295.93,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Apr","min",0.59,-6.81,4.57,0,915.15,44.12,-8.17,0.61,273.78,4.64,96.03,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2015","May","mean",11.51,2.88,19.4,1.75,929.07,69.55,4.37,1.47,357.76,7.7,274.87,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","May","max",17.31,10.6,25.56,19.2,934.58,95.41,11.67,3.14,88.3,14.1,359,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","May","min",2.9,-5.31,4.15,0,922.23,46.04,-3.05,0.83,275.58,4.64,137.55,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2015","Jun","mean",14.45,6.37,21.02,2.07,930.05,72.6,8.63,1.78,0.25,7.56,275.89,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Jun","max",20,12.55,28.7,17.2,935.97,97.91,14.26,4.67,88.98,14.29,389.84,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Jun","min",8.41,0.29,12.16,0,923.25,55.92,3.34,0.66,271.35,3.71,88.32,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2015","Jul","mean",16.16,7.99,22.66,0.88,929,69.64,9.44,1.87,9.61,7.97,284.6,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Jul","max",22.54,15.62,30.71,6,935.57,99.95,13.79,4.16,89.26,13.17,377.96,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Jul","min",10.97,2.46,15.23,0,920.59,41.86,3.52,0.49,270.59,3.9,128.9,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2015","Aug","mean",13.86,5.45,20.84,1.17,927.95,76,8.79,1.35,333.59,7.24,208.33,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Aug","max",18.55,12.16,24.79,6.6,935.48,96.76,13.26,2.6,88.84,10.39,315.05,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Aug","min",9.94,-1.97,15.62,0,913.46,55.04,4.18,0.57,272.52,3.71,65.93,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2015","Sep","mean",8.07,0.82,14.69,1.53,927.2,85.78,5.35,0.7,15.6,3.87,141.71,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Sep","max",14.64,8.23,24.01,9.4,935.1,100,10.91,2.13,89.1,9.65,252.18,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Sep","min",3.3,-4.33,8.23,0,916.43,71.69,0.58,0,271.44,0,41.13,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2015","Oct","mean",5.1,-0.54,10.66,1.43,928.47,88.17,2.87,0.94,347.03,5.16,77.42,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Oct","max",14.1,9.42,20.19,9.4,941.61,100,9.88,2.36,89.63,10.58,166.03,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Oct","min",-1.43,-6.81,0.73,0,910.3,63.54,-2.49,0,277,0,15.35,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2015","Nov","mean",-5.18,-10.2,-0.28,0.26,928.52,88.27,-7,1.5,338.3,6.49,42.58,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Nov","max",2.46,1.17,6.62,3.2,947.25,100,1.94,3.22,88.92,13.73,85.25,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Nov","min",-17.99,-22.6,-10.56,0,910.59,70.84,-19.05,0.55,277.41,2.41,14.93,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
"Saxton Lake","2015","Dec","mean",-5.54,-10.2,-2.26,0.39,921.42,93.93,-6.49,0.97,340.2,4.29,18.13,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","Dec","max",4.29,2.03,6.22,5.6,947.16,100,1.88,3.49,87.45,12.25,39.41,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","Dec","min",-17.22,-24.3,-11.13,0,908.3,72.48,-17.89,0,271.71,0,4.72,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2016","Jan","mean",-6.76,-11.34,-3.65,0.82,926.44,96.61,-7.23,1.01,346.92,4.94,25.5,NA,NA,NA,NA,NA,NA
"Saxton Lake","2016","Jan","max",3.3,-1.51,6.62,9.6,945.8,100,1.36,2.58,88.4,11.32,58.11,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2016","Jan","min",-25.99,-30.17,-20.24,0,914.73,83.08,-28.03,0,270.03,0.19,8.32,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2016","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
"Saxton Lake","2016","Feb","mean",-0.56,-6.19,4.07,1.4,927.64,89.76,-2.28,1.45,351.81,7.21,71.24,NA,NA,NA,NA,NA,NA
"Saxton Lake","2016","Feb","max",4.14,2.03,10.21,9.8,941.46,100,1.52,3.33,85.58,12.8,139.2,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2016","Feb","min",-7.21,-16.68,-2.44,0,903,72.56,-9.57,0.46,271.37,3.71,19.31,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2016","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29
"Saxton Lake","2016","Mar","mean",1.74,-3.96,7.91,1.02,923.12,78.96,-2.28,1.4,353.59,7.43,134.26,NA,NA,NA,NA,NA,NA
"Saxton Lake","2016","Mar","max",5.38,-0.16,17.52,7.2,942.08,100,1.32,3.06,89.33,16.14,226.55,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2016","Mar","min",-2.69,-12.29,2.03,0,905.77,56.71,-7.98,0.5,272.3,3.34,54.73,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2016","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31
