"Site","years","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg"
"Pink Mountain","2009","Nov","mean",-7.38,-8.99,-5.87,0.1,803.4,77.47,-10.79,NA,NA,NA,35.88
"Pink Mountain","2009","Nov","max",-1.61,-3.85,-0.15,1,817.17,96.13,-2.11,-Inf,-Inf,-Inf,74.57
"Pink Mountain","2009","Nov","min",-10.68,-12.88,-10,0,788.45,55.02,-16.84,Inf,Inf,Inf,12.02
"Pink Mountain","2009","Nov","obs_na",0,0,0,0,0,0,0,30,30,30,0
"Pink Mountain","2009","Dec","mean",-15.44,-18.48,-12.2,0.01,814.64,74.74,-19.31,NA,NA,NA,21.48
"Pink Mountain","2009","Dec","max",-3.69,-7.33,-0.6,0.2,835.8,91.98,-8.37,-Inf,-Inf,-Inf,34.67
"Pink Mountain","2009","Dec","min",-29.63,-30.16,-27.06,0,801.13,47.63,-32.53,Inf,Inf,Inf,9.98
"Pink Mountain","2009","Dec","obs_na",7,6,7,0,0,7,7,31,31,31,0
"Pink Mountain","2010","Jan","mean",-11.63,-13.9,-9.09,0.1,809.34,74.03,-15.86,NA,NA,NA,28.3
"Pink Mountain","2010","Jan","max",-2.38,-4.33,-1.05,2.4,824.35,92.16,-6.08,-Inf,-Inf,-Inf,51.03
"Pink Mountain","2010","Jan","min",-18.76,-22.6,-16.01,0,794.05,28.36,-24.54,Inf,Inf,Inf,10.98
"Pink Mountain","2010","Jan","obs_na",12,12,14,0,0,12,12,31,31,31,0
"Pink Mountain","2010","Feb","mean",-4.57,-6.64,-2.52,0.02,812.34,66.19,-10.59,NA,NA,NA,75.22
"Pink Mountain","2010","Feb","max",5.48,3.74,7.43,0.6,825.51,92.98,-4.73,-Inf,-Inf,-Inf,108.53
"Pink Mountain","2010","Feb","min",-11.98,-13.48,-10.56,0,802.61,23.15,-16.49,Inf,Inf,Inf,40.93
"Pink Mountain","2010","Feb","obs_na",1,1,1,0,0,1,1,28,28,28,0
"Pink Mountain","2010","Mar","mean",-6.62,-9.87,-3.78,0.19,808.3,72.47,-11.17,NA,NA,NA,123.01
"Pink Mountain","2010","Mar","max",-0.05,-1.51,2.03,2.2,827.07,95.65,-5.68,-Inf,-Inf,-Inf,190.83
"Pink Mountain","2010","Mar","min",-18.58,-21,-16.01,0,787.07,27.42,-24.7,Inf,Inf,Inf,46.04
"Pink Mountain","2010","Mar","obs_na",0,0,0,0,0,0,0,31,31,31,0
"Pink Mountain","2010","Apr","mean",-4.65,-6.7,-2.36,0.11,812.41,74.03,-9.01,NA,NA,NA,193.78
"Pink Mountain","2010","Apr","max",3.41,-0.15,6.62,1.2,823.79,98.41,-2.96,-Inf,-Inf,-Inf,312.38
"Pink Mountain","2010","Apr","min",-12.47,-14.72,-11.12,0,797.62,44.19,-14.68,Inf,Inf,Inf,85.67
"Pink Mountain","2010","Apr","obs_na",7,6,8,0,0,7,7,30,30,30,0
"Pink Mountain","2010","May","mean",-5.9,-7.92,-3.64,0.97,818.24,90.21,-7.3,NA,NA,NA,228.09
"Pink Mountain","2010","May","max",-0.35,-1.97,1.17,13.2,827.78,95.02,-2.02,-Inf,-Inf,-Inf,359.99
"Pink Mountain","2010","May","min",-10.28,-12.28,-8.38,0,805.13,77.77,-11.1,Inf,Inf,Inf,74.63
"Pink Mountain","2010","May","obs_na",25,24,25,0,0,25,25,31,31,31,0
"Pink Mountain","2010","Jun","mean",NA,NA,NA,2.37,817.66,NA,NA,NA,NA,NA,242.47
"Pink Mountain","2010","Jun","max",-Inf,-Inf,-Inf,18.6,822.96,-Inf,-Inf,-Inf,-Inf,-Inf,380.78
"Pink Mountain","2010","Jun","min",Inf,Inf,Inf,0,805.53,Inf,Inf,Inf,Inf,Inf,122.49
"Pink Mountain","2010","Jun","obs_na",30,30,30,0,0,30,30,30,30,30,0
"Pink Mountain","2010","Jul","mean",NA,NA,NA,3.09,819.87,NA,NA,NA,NA,NA,249.13
"Pink Mountain","2010","Jul","max",-Inf,-Inf,-Inf,40.4,828.14,-Inf,-Inf,-Inf,-Inf,-Inf,365.52
"Pink Mountain","2010","Jul","min",Inf,Inf,Inf,0,808.85,Inf,Inf,Inf,Inf,Inf,90.93
"Pink Mountain","2010","Jul","obs_na",31,31,31,0,0,31,31,31,31,31,0
"Pink Mountain","2010","Aug","mean",NA,NA,NA,2.34,819.58,NA,NA,NA,NA,NA,169.45
"Pink Mountain","2010","Aug","max",-Inf,-Inf,-Inf,17.8,832.05,-Inf,-Inf,-Inf,-Inf,-Inf,284.11
"Pink Mountain","2010","Aug","min",Inf,Inf,Inf,0,810.72,Inf,Inf,Inf,Inf,Inf,55.19
"Pink Mountain","2010","Aug","obs_na",31,31,31,0,0,31,31,31,31,31,0
"Pink Mountain","2010","Sep","mean",NA,NA,NA,1.21,817.51,NA,NA,NA,NA,NA,123.42
"Pink Mountain","2010","Sep","max",-Inf,-Inf,-Inf,8.8,827.22,-Inf,-Inf,-Inf,-Inf,-Inf,197.91
"Pink Mountain","2010","Sep","min",Inf,Inf,Inf,0,805.35,Inf,Inf,Inf,Inf,Inf,41.03
"Pink Mountain","2010","Sep","obs_na",30,30,30,0,0,30,30,30,30,30,0
"Pink Mountain","2010","Oct","mean",-6.85,-8.09,-5.42,0.16,812.37,97.69,-7.12,NA,NA,NA,77.35
"Pink Mountain","2010","Oct","max",-5.87,-6.81,-3.85,0.8,819.73,98.71,-6,-Inf,-Inf,-Inf,169.93
"Pink Mountain","2010","Oct","min",-8.57,-10,-6.81,0,801.51,95.83,-9.07,Inf,Inf,Inf,13.9
"Pink Mountain","2010","Oct","obs_na",26,26,26,26,0,26,26,31,31,31,0
"Pink Mountain","2010","Nov","mean",-14.26,-17.2,-12.72,NA,811.25,72.79,-18.54,NA,NA,NA,37.54
"Pink Mountain","2010","Nov","max",-5.42,-6.3,-4.33,-Inf,826.38,94.1,-7.17,-Inf,-Inf,-Inf,73.69
"Pink Mountain","2010","Nov","min",-24.98,-31.29,-23.43,Inf,800.45,42.04,-30.73,Inf,Inf,Inf,10.81
"Pink Mountain","2010","Nov","obs_na",15,15,17,30,0,15,15,30,30,30,0
"Pink Mountain","2010","Dec","mean",-19.54,-22.25,-16.24,NA,808.01,79.34,-22.38,NA,NA,NA,17.89
"Pink Mountain","2010","Dec","max",-7.9,-9.45,-6.81,-Inf,820.15,88.7,-16.78,-Inf,-Inf,-Inf,42.28
"Pink Mountain","2010","Dec","min",-26.23,-28.05,-25.18,Inf,793.56,51.54,-29.35,Inf,Inf,Inf,5.98
"Pink Mountain","2010","Dec","obs_na",21,21,21,31,0,21,21,31,31,31,0
"Pink Mountain","2011","Jan","mean",-23.27,-26.19,-19.82,NA,812.11,79.81,-25.75,NA,NA,NA,27.71
"Pink Mountain","2011","Jan","max",-15.68,-18.05,-12.88,-Inf,826.8,88.51,-17.12,-Inf,-Inf,-Inf,53.17
"Pink Mountain","2011","Jan","min",-36.65,-37.96,-36.46,Inf,800.99,65.35,-40.77,Inf,Inf,Inf,11.54
"Pink Mountain","2011","Jan","obs_na",17,17,17,31,0,17,17,31,31,31,0
"Pink Mountain","2011","Feb","mean",-22.7,-26.33,-19.19,NA,809.85,75.74,-25.94,NA,NA,NA,60.32
"Pink Mountain","2011","Feb","max",-11.05,-14.1,-8.91,-Inf,824.4,88.98,-16.67,-Inf,-Inf,-Inf,98.73
"Pink Mountain","2011","Feb","min",-34.58,-36.46,-32.48,Inf,792.45,49.94,-38.58,Inf,Inf,Inf,29.2
"Pink Mountain","2011","Feb","obs_na",13,13,13,28,0,13,13,28,28,28,0
"Pink Mountain","2011","Mar","mean",-20.12,-22.24,-17.07,NA,809.67,82.8,-22.25,NA,NA,NA,131.4
"Pink Mountain","2011","Mar","max",-12.6,-11.7,-11.7,-Inf,819.44,91.46,-13.67,-Inf,-Inf,-Inf,240.88
"Pink Mountain","2011","Mar","min",-30.3,-33.73,-28.05,Inf,800.58,71.15,-33.8,Inf,Inf,Inf,35.4
"Pink Mountain","2011","Mar","obs_na",15,14,15,31,0,15,15,31,31,31,0
"Pink Mountain","2011","Apr","mean",-10.69,-11.59,-8.81,NA,811.16,93.5,-11.53,NA,NA,NA,216.8
"Pink Mountain","2011","Apr","max",-9.44,-9.45,-7.33,-Inf,820.78,96.41,-9.86,-Inf,-Inf,-Inf,310.1
"Pink Mountain","2011","Apr","min",-12.63,-14.1,-11.7,Inf,800.68,87.66,-13.56,Inf,Inf,Inf,121.45
"Pink Mountain","2011","Apr","obs_na",23,21,26,30,0,23,23,30,30,30,0
"Pink Mountain","2011","May","mean",NA,NA,NA,NA,817.98,NA,NA,NA,NA,NA,207.09
"Pink Mountain","2011","May","max",-Inf,-Inf,-Inf,-Inf,827.27,-Inf,-Inf,-Inf,-Inf,-Inf,369.11
"Pink Mountain","2011","May","min",Inf,Inf,Inf,Inf,809.33,Inf,Inf,Inf,Inf,Inf,45.94
"Pink Mountain","2011","May","obs_na",31,31,31,31,0,31,31,31,31,31,0
"Pink Mountain","2011","Jun","mean",NA,NA,NA,NA,817.09,NA,NA,NA,NA,NA,206.39
"Pink Mountain","2011","Jun","max",-Inf,-Inf,-Inf,-Inf,825.16,-Inf,-Inf,-Inf,-Inf,-Inf,362.39
"Pink Mountain","2011","Jun","min",Inf,Inf,Inf,Inf,801.74,Inf,Inf,Inf,Inf,Inf,47.29
"Pink Mountain","2011","Jun","obs_na",30,30,30,30,0,30,30,30,30,30,0
"Pink Mountain","2011","Jul","mean",NA,NA,NA,NA,817.25,NA,NA,NA,NA,NA,200.79
"Pink Mountain","2011","Jul","max",-Inf,-Inf,-Inf,-Inf,823.88,-Inf,-Inf,-Inf,-Inf,-Inf,361.98
"Pink Mountain","2011","Jul","min",Inf,Inf,Inf,Inf,809.91,Inf,Inf,Inf,Inf,Inf,87.6
"Pink Mountain","2011","Jul","obs_na",31,31,31,31,0,31,31,31,31,31,0
"Pink Mountain","2011","Aug","mean",NA,NA,NA,NA,817.87,NA,NA,NA,NA,NA,217.32
"Pink Mountain","2011","Aug","max",-Inf,-Inf,-Inf,-Inf,822.13,-Inf,-Inf,-Inf,-Inf,-Inf,322.5
"Pink Mountain","2011","Aug","min",Inf,Inf,Inf,Inf,807.18,Inf,Inf,Inf,Inf,Inf,92.66
"Pink Mountain","2011","Aug","obs_na",31,31,31,31,0,31,31,31,31,31,0
"Pink Mountain","2011","Sep","mean",2.42,0.06,5.15,0.61,816.07,73.61,-2,6.77,NA,20.73,141.18
"Pink Mountain","2011","Sep","max",7.04,2.88,11.57,7,827.9,87.49,2.11,9.68,-Inf,27.41,220.56
"Pink Mountain","2011","Sep","min",-0.88,-2.31,0.83,0,804.56,59.65,-5.02,3.05,Inf,12.18,62.96
"Pink Mountain","2011","Sep","obs_na",15,15,15,15,0,15,15,15,30,15,0
"Pink Mountain","2011","Oct","mean",-2.26,-3.79,-0.36,0.2,812.03,76.83,-5.92,5.18,NA,17.48,88.68
"Pink Mountain","2011","Oct","max",2.41,0.66,4.35,2.2,819.04,95.42,-0.74,8.91,-Inf,30.45,143.63
"Pink Mountain","2011","Oct","min",-5.78,-7.25,-4.11,0,802.45,56.16,-10.65,1.14,Inf,5.33,30.4
"Pink Mountain","2011","Oct","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2011","Nov","mean",-11.28,-14.08,-8.44,0.02,803.99,79.68,-14.2,6.42,NA,18.44,35.21
"Pink Mountain","2011","Nov","max",-4.81,-6.36,-2.63,0.2,823.72,90.42,-6.61,10.82,-Inf,28.55,72.59
"Pink Mountain","2011","Nov","min",-27.98,-30.2,-22.27,0,788.6,56.59,-30.51,0.51,Inf,4.95,8.79
"Pink Mountain","2011","Nov","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Pink Mountain","2011","Dec","mean",-7.64,-10.08,-4.8,0.07,809.64,68.71,-12.65,6.69,NA,21.87,21.28
"Pink Mountain","2011","Dec","max",1.91,-0.68,4.27,1.4,824.2,91.52,-3.21,10.8,-Inf,34.64,36.23
"Pink Mountain","2011","Dec","min",-14.72,-15.79,-13.51,0,792.8,39.28,-24.93,2.14,Inf,7.99,8.68
"Pink Mountain","2011","Dec","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2012","Jan","mean",-12.83,-15.37,-10.09,0.02,804.91,76.91,-16.18,5.37,NA,18.32,29.13
"Pink Mountain","2012","Jan","max",-3.01,-4.74,-1.41,0.2,820.57,92.64,-4.05,10.14,-Inf,30.84,77.17
"Pink Mountain","2012","Jan","min",-34.95,-36.51,-32.37,0,787.1,51.03,-37.98,0,Inf,0,8.05
"Pink Mountain","2012","Jan","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2012","Feb","mean",-7.82,-10.25,-5.21,0,812.52,68.11,-12.98,6.13,NA,17.33,72.07
"Pink Mountain","2012","Feb","max",0.98,-0.84,4.61,0,828.84,84.13,-4.31,9.58,-Inf,26.65,120.45
"Pink Mountain","2012","Feb","min",-20.24,-21.97,-17.81,0,796.29,40.8,-22.46,1.74,Inf,5.71,29.36
"Pink Mountain","2012","Feb","obs_na",0,0,0,0,0,0,0,0,29,0,0
"Pink Mountain","2012","Mar","mean",-10.02,-12.65,-7.12,0.03,803.42,79.25,-13.08,4.43,NA,14.18,140.5
"Pink Mountain","2012","Mar","max",-2.18,-4.11,-0.06,0.8,817.57,92.05,-5.44,9.72,-Inf,31.22,235.72
"Pink Mountain","2012","Mar","min",-16.95,-21.52,-14.59,0,791.15,60.17,-18.66,0.52,Inf,5.71,57.9
"Pink Mountain","2012","Mar","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2012","Apr","mean",-3.6,-5.91,-1.23,0.13,814.72,73.64,-8.09,4.13,NA,12.38,202.44
"Pink Mountain","2012","Apr","max",0.71,-1.19,3.35,1.2,828.35,94.43,-4.98,9.96,-Inf,29.31,300.57
"Pink Mountain","2012","Apr","min",-10.11,-12.09,-7.54,0,805.33,39.77,-15.11,0,Inf,0,95.03
"Pink Mountain","2012","Apr","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Pink Mountain","2012","May","mean",1.26,-1.49,4.07,1.46,815.95,65.35,-5.13,5.63,NA,17.29,255.4
"Pink Mountain","2012","May","max",10.17,7.72,12.53,25.8,824.43,98.55,1.53,10.12,-Inf,28.93,360.88
"Pink Mountain","2012","May","min",-7.5,-9.88,-6.01,0,807.18,33.84,-11.4,2.63,Inf,7.99,66.09
"Pink Mountain","2012","May","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2012","Jun","mean",6.34,3.89,9.18,4.77,816.56,77.8,2.45,4.86,NA,14.86,216.41
"Pink Mountain","2012","Jun","max",11.13,9.06,14.27,35.4,824.46,99.65,7.13,9.47,-Inf,20.94,387.03
"Pink Mountain","2012","Jun","min",3.08,0.16,4.19,0,808.28,56.41,-3.23,1.79,Inf,9.14,26.97
"Pink Mountain","2012","Jun","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Pink Mountain","2012","Jul","mean",11.79,8.7,15.01,2.42,822.3,63.16,4.35,3.74,NA,12.99,277.56
"Pink Mountain","2012","Jul","max",17.12,13.55,21.08,20.8,827.27,95.29,10.27,6.81,-Inf,20.18,380.68
"Pink Mountain","2012","Jul","min",5.75,1.64,7.09,0,814.37,29.6,-5.83,1.52,Inf,6.85,134.58
"Pink Mountain","2012","Jul","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2012","Aug","mean",10.24,7.19,13.51,2.03,821.59,68.21,4.15,3.82,NA,13.59,222.61
"Pink Mountain","2012","Aug","max",18.07,15.99,21.41,17,827.09,95.56,8.67,7.09,-Inf,22.84,298.74
"Pink Mountain","2012","Aug","min",1.5,-0.2,4.53,0,812.92,38.9,-1.38,1.27,Inf,7.23,66.24
"Pink Mountain","2012","Aug","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2012","Sep","mean",7.89,4.78,11.35,0.06,820.45,56.24,-0.87,5.39,NA,17.03,169.02
"Pink Mountain","2012","Sep","max",16.26,14.36,20.2,1.8,827.01,76.9,3.68,9.88,-Inf,25.51,238.23
"Pink Mountain","2012","Sep","min",0.51,-1.41,3.35,0,808.89,33.56,-6.35,2.9,Inf,8.38,68.02
"Pink Mountain","2012","Sep","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Pink Mountain","2012","Oct","mean",-7.33,-9.78,-4.75,0.3,815.85,83.39,-9.89,3.82,NA,11.1,69.86
"Pink Mountain","2012","Oct","max",9.85,7.14,13.16,2.6,829.75,94.65,0.92,10.93,-Inf,25.89,150.82
"Pink Mountain","2012","Oct","min",-21.05,-22.22,-19.42,0,797.75,54.42,-22.99,0,Inf,0,18.57
"Pink Mountain","2012","Oct","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2012","Nov","mean",-11.68,-14.89,-8.73,0.05,810.92,81.91,-14.3,3.73,NA,12.68,34.19
"Pink Mountain","2012","Nov","max",-2.14,-4.2,-0.09,0.8,822.62,92.65,-4.81,7.92,-Inf,29.31,85.61
"Pink Mountain","2012","Nov","min",-26.16,-27.65,-24.21,0,799.23,55.74,-28.53,0,Inf,0,9.1
"Pink Mountain","2012","Nov","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Pink Mountain","2012","Dec","mean",-13.25,-16.08,-10.6,0.05,801.29,81.2,-15.85,4.38,NA,14.27,22.96
"Pink Mountain","2012","Dec","max",-7.12,-8.13,-4.9,0.6,814.07,89.58,-10.27,9.12,-Inf,30.07,41.23
"Pink Mountain","2012","Dec","min",-26.18,-27.09,-24.77,0,792.59,68.88,-28.54,0.4,Inf,2.66,7.58
"Pink Mountain","2012","Dec","obs_na",12,12,13,12,12,12,12,12,31,12,12
"Pink Mountain","2013","Jan","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink Mountain","2013","Jan","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2013","Jan","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2013","Jan","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Pink Mountain","2013","Feb","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink Mountain","2013","Feb","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2013","Feb","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2013","Feb","obs_na",28,28,28,28,28,28,28,28,28,28,28
"Pink Mountain","2013","Mar","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink Mountain","2013","Mar","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2013","Mar","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2013","Mar","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Pink Mountain","2013","Apr","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink Mountain","2013","Apr","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2013","Apr","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2013","Apr","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Pink Mountain","2013","May","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink Mountain","2013","May","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2013","May","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2013","May","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Pink Mountain","2013","Jun","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink Mountain","2013","Jun","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2013","Jun","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2013","Jun","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Pink Mountain","2013","Jul","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink Mountain","2013","Jul","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2013","Jul","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2013","Jul","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Pink Mountain","2013","Aug","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink Mountain","2013","Aug","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2013","Aug","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2013","Aug","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Pink Mountain","2013","Sep","mean",3.6,1.48,6.98,1.11,811.68,79.36,-0.02,4.61,NA,13.62,131.79
"Pink Mountain","2013","Sep","max",15.12,11.93,20.84,13.4,824.64,97.06,5.53,9.25,-Inf,20.56,208.42
"Pink Mountain","2013","Sep","min",-1.88,-2.95,-1.3,0,796.13,46.94,-3.76,0,Inf,0,29.78
"Pink Mountain","2013","Sep","obs_na",12,12,11,11,11,12,12,11,30,11,12
"Pink Mountain","2013","Oct","mean",0.73,-1.94,3.37,0.35,818.67,72.81,-3.95,4.95,NA,17.06,81.83
"Pink Mountain","2013","Oct","max",6.28,4.74,9.81,6,832.01,95.94,0.73,9.11,-Inf,27.79,144.57
"Pink Mountain","2013","Oct","min",-7.66,-9.1,-6.23,0,804.44,50,-8.83,0,Inf,0,36.29
"Pink Mountain","2013","Oct","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2013","Nov","mean",-9.26,-12.45,-6.56,0.17,813.15,75.14,-13.26,4.43,NA,14.95,35.57
"Pink Mountain","2013","Nov","max",0.72,-1.76,2.66,3.6,822.33,91.05,-5.42,10.03,-Inf,29.31,82.22
"Pink Mountain","2013","Nov","min",-27.76,-29.45,-24.99,0,800.02,33.59,-30.17,0,Inf,0,13
"Pink Mountain","2013","Nov","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Pink Mountain","2013","Dec","mean",-13.86,-18.16,-9.52,0.64,813.12,79.7,-16.77,4.65,NA,15.23,21.11
"Pink Mountain","2013","Dec","max",-2.98,-6.07,-0.96,6.8,828.03,90.18,-4.83,12.02,-Inf,31.98,49.09
"Pink Mountain","2013","Dec","min",-28.02,-28.86,-26.97,0,801.73,46.68,-30.5,0,Inf,0,5.4
"Pink Mountain","2013","Dec","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2014","Jan","mean",-5.42,-8.94,-2.33,5.43,806.99,70.13,-10.5,6.35,NA,21.22,34.08
"Pink Mountain","2014","Jan","max",6.8,4.69,8.94,87.61,825.39,92.48,-1.23,14.13,-Inf,36.17,63.21
"Pink Mountain","2014","Jan","min",-21.14,-22.27,-19.42,0,788.82,38.03,-23.89,0.02,Inf,4.19,8.01
"Pink Mountain","2014","Jan","obs_na",0,0,0,0,17,0,0,0,31,0,0
"Pink Mountain","2014","Feb","mean",-16.29,-19.62,-12.95,0.01,NA,72.9,-20.91,3.77,NA,12.6,65.94
"Pink Mountain","2014","Feb","max",-3.71,-9.82,1.34,0.2,-Inf,85.07,-10.84,8.61,-Inf,24.74,128.53
"Pink Mountain","2014","Feb","min",-28.53,-30.76,-26.02,0,Inf,16.64,-31.15,0.24,Inf,3.43,19.98
"Pink Mountain","2014","Feb","obs_na",0,0,0,0,28,0,0,0,28,0,0
"Pink Mountain","2014","Mar","mean",-13.48,-16.3,-10.63,0.35,NA,72.86,-17.56,4.36,NA,13.16,149.98
"Pink Mountain","2014","Mar","max",-2.24,-4.41,-0.14,8.2,-Inf,88.33,-5.88,10.29,-Inf,31.22,237.23
"Pink Mountain","2014","Mar","min",-28.17,-29.79,-26.79,0,Inf,39.31,-35.41,0,Inf,0,63.58
"Pink Mountain","2014","Mar","obs_na",0,0,0,0,31,0,0,0,31,0,0
"Pink Mountain","2014","Apr","mean",-4.46,-7.57,-1.57,0.16,NA,73.76,-8.93,4.44,NA,13.2,200.67
"Pink Mountain","2014","Apr","max",3.48,0.63,6,2.2,-Inf,96.33,0.32,8.36,-Inf,27.03,269.11
"Pink Mountain","2014","Apr","min",-14.21,-17.47,-10.23,0,Inf,39.71,-18.8,0,Inf,0,84.36
"Pink Mountain","2014","Apr","obs_na",0,0,0,0,30,0,0,0,30,0,0
"Pink Mountain","2014","May","mean",2.44,-0.96,5.92,0.11,NA,66.71,-3.51,3.7,NA,13.02,251.17
"Pink Mountain","2014","May","max",8.63,5.38,12.68,0.8,-Inf,91.15,1.18,7.5,-Inf,20.94,355.25
"Pink Mountain","2014","May","min",-8.28,-10.72,-5.67,0,Inf,45.63,-14.8,1.11,Inf,7.61,149.68
"Pink Mountain","2014","May","obs_na",0,0,0,0,31,0,0,0,31,0,0
"Pink Mountain","2014","Jun","mean",7.04,3.88,10.36,1.33,NA,67.56,0.8,3.65,NA,13.29,256.98
"Pink Mountain","2014","Jun","max",13.67,10.79,16.87,8.2,-Inf,95.67,6.1,8.3,-Inf,19.8,409.16
"Pink Mountain","2014","Jun","min",-4.29,-5.51,-2.28,0,Inf,46.13,-5.53,0.1,Inf,7.23,90.25
"Pink Mountain","2014","Jun","obs_na",0,0,0,0,30,0,0,0,30,0,0
"Pink Mountain","2014","Jul","mean",12.25,9.07,15.61,0.91,821.39,60.35,3.92,3.92,NA,13.48,259.89
"Pink Mountain","2014","Jul","max",21.64,19.22,25.48,4.8,828.87,90.65,6.43,6.87,-Inf,22.08,384.17
"Pink Mountain","2014","Jul","min",6.23,3.91,7.92,0,811.51,26.75,0.56,2.01,Inf,9.14,94.15
"Pink Mountain","2014","Jul","obs_na",0,0,0,0,15,0,0,0,31,0,0
"Pink Mountain","2014","Aug","mean",11.31,8.4,14.74,0.26,821.79,59.48,3.07,3.97,NA,13.19,222.75
"Pink Mountain","2014","Aug","max",18.94,17.11,22.99,6.4,830.45,93.62,8.42,6.55,-Inf,21.7,321.4
"Pink Mountain","2014","Aug","min",4.05,1.99,6,0,809.51,31.62,-0.76,1.66,Inf,6.47,78.11
"Pink Mountain","2014","Aug","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Pink Mountain","2014","Sep","mean",4.82,2.2,7.96,0.96,818.77,72.78,-0.19,4,NA,13.54,131.36
"Pink Mountain","2014","Sep","max",13.22,11.1,16.56,17.8,830.34,99.8,5.42,9.25,-Inf,23.98,240.14
"Pink Mountain","2014","Sep","min",-7.51,-9.07,-6.14,0,808.11,43.25,-8.46,0,Inf,0,39.16
"Pink Mountain","2014","Sep","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Pink Mountain","2014","Oct","mean",-0.98,-2.9,0.95,0.35,811.39,83.91,-3.47,4.54,NA,14.81,77.24
"Pink Mountain","2014","Oct","max",5.59,3.25,8.12,5.6,823.68,97.74,2.45,8.79,-Inf,24.74,161.08
